Panini_id,sofifa_id,player_url,short_name,long_name,player_positions,name,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,va al mundial,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
442,223689,https://sofifa.com/player/223689/wout-weghorst/220002,W. Weghorst,Wout Weghorst,ST,Wout Weghorst,83,83,37000000,95000,28,8/7/1992,197,84,175,VfL Wolfsburg,German 1. Bundesliga,1,ST,9,,7/1/2018,2023,34,Netherlands,105035,SUB,19,Right,3,2,2,High/High,Normal (185+),No,si,62900000,"#Aerial Threat, #Strength",Power Header,63,83,59,70,52,86,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30,11,9,14,16,12,,82+1,82+1,82+1,72,77,77,77,72,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,59+2,63+2,63+2,63+2,59+2,58+2,64+2,64+2,64+2,58+2,20+2,https://cdn.sofifa.net/players/223/689/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
443,190815,https://sofifa.com/player/190815/daley-blind/220002,D. Blind,Daley Blind,"CB, CDM, LB",Daley Blind,82,82,21000000,23000,31,3/9/1990,180,72,245,Ajax,Holland Eredivisie,1,LB,17,,7/17/2018,2023,34,Netherlands,105035,LB,17,Left,3,3,3,High/Medium,Normal (170-185),Yes,si,29400000,#Tactician迨,"Long Passer (AI), Outside Foot Shot, Team Player",45,64,82,79,83,72,80,60,76,84,66,77,84,62,85,84,48,43,72,83,72,74,76,76,72,64,67,87,66,83,54,84,83,84,80,12,9,10,14,10,,70+3,70+3,70+3,72,73,73,73,72,76+3,76+3,76+3,74+3,81+1,81+1,81+1,74+3,78+3,82,82,82,78+3,78+3,80+2,80+2,80+2,78+3,19+3,https://cdn.sofifa.net/players/190/815/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
444,208461,https://sofifa.com/player/208461/marten-de-roon/220002,M. de Roon,Marten Elco de Roon,"CDM, CM",Marten De Roon,82,82,25500000,59000,30,3/29/1991,185,76,39,Atalanta,Italian Serie A,1,RCM,15,,8/11/2017,2024,34,Netherlands,105035,SUB,15,Right,3,3,3,Medium/High,Normal (185+),Yes,si,43400000,,Solid Player,66,68,71,73,82,83,68,60,75,78,64,71,61,48,75,76,64,68,61,82,73,76,80,92,77,77,85,84,67,69,80,81,82,84,81,14,15,7,12,12,,71+3,71+3,71+3,71,72,72,72,71,72+3,72+3,72+3,72+3,76+3,76+3,76+3,72+3,79+3,81+1,81+1,81+1,79+3,79+3,81+1,81+1,81+1,79+3,21+3,https://cdn.sofifa.net/players/208/461/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
445,233096,https://sofifa.com/player/233096/denzel-dumfries/220002,D. Dumfries,Denzel Justus Morris Dumfries,RB,Denzel Dumfries,82,84,35000000,100000,25,4/18/1996,188,80,44,Inter,Italian Serie A,1,SUB,2,,8/15/2021,2025,34,Netherlands,105035,RB,22,Right,3,2,3,High/Medium,Normal (185+),Yes,si,62100000,,"Long Throw-in, Solid Player, Speed Dribbler (AI)",80,61,66,72,78,89,73,64,84,74,38,71,50,35,65,74,76,84,68,80,60,66,92,94,89,54,83,77,74,58,48,73,75,79,77,10,10,7,13,14,,73+3,73+3,73+3,72,71,71,71,72,70+3,70+3,70+3,73+3,72+3,72+3,72+3,73+3,78+3,76+3,76+3,76+3,78+3,79+3,80+3,80+3,80+3,79+3,19+3,https://cdn.sofifa.net/players/233/096/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
446,200260,https://sofifa.com/player/200260/steven-berghuis/220002,S. Berghuis,Steven Berghuis,RW,Steven Berghuis,81,81,25500000,26000,29,12/19/1991,182,75,245,Ajax,Holland Eredivisie,1,SUB,23,,7/19/2021,2025,34,Netherlands,105035,RW,11,Left,3,4,2,Medium/Medium,Lean (170-185),Yes,si,35700000,,"Early Crosser, Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,81,82,82,36,66,84,80,48,82,76,81,86,76,80,84,83,78,85,77,75,82,56,77,59,85,70,37,77,82,84,80,34,36,30,9,11,7,7,15,,76+2,76+2,76+2,81,80,80,80,81,81,81,81,81,76+2,76+2,76+2,81,63+2,61+2,61+2,61+2,63+2,58+2,49+2,49+2,49+2,58+2,18+2,https://cdn.sofifa.net/players/200/260/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
447,225953,https://sofifa.com/player/225953/steven-bergwijn/220002,S. Bergwijn,Steven Charles Bergwijn,"LM, LW, RM",Steven Bergwijn,80,84,30000000,82000,23,10/8/1997,178,78,18,Tottenham Hotspur,English Premier League,1,SUB,23,,1/29/2020,2025,34,Netherlands,105035,SUB,7,Right,2,4,2,High/Medium,Stocky (170-185),Yes,si,59300000,,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",85,78,75,82,39,69,77,75,60,80,75,84,78,66,63,82,87,84,79,78,89,84,68,74,75,81,50,34,78,77,68,76,52,28,26,11,14,12,14,13,,78+2,78+2,78+2,80,80,80,80,80,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,62+2,58+2,58+2,58+2,62+2,58+2,51+2,51+2,51+2,58+2,20+2,https://cdn.sofifa.net/players/225/953/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
448,231447,https://sofifa.com/player/231447/donyell-malen/220002,D. Malen,Donyell Malen,ST,Donyell Malen,80,85,33000000,59000,22,1/19/1999,179,78,22,Borussia Dortmund,German 1. Bundesliga,1,LS,21,,7/27/2021,2026,34,Netherlands,105035,SUB,18,Right,3,4,2,Medium/Low,Normal (170-185),No,si,58600000,#Speedster,"Flair, Outside Foot Shot, Technical Dribbler (AI)",90,79,72,83,30,74,71,82,69,75,74,83,74,61,64,83,90,90,84,81,83,79,77,79,75,72,62,31,80,77,74,76,27,24,16,7,9,9,10,14,,80+2,80+2,80+2,81,81,81,81,81,80+2,80+2,80+2,80+2,72+2,72+2,72+2,80+2,59+2,55+2,55+2,55+2,59+2,55+2,47+2,47+2,47+2,55+2,18+2,https://cdn.sofifa.net/players/231/447/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
449,203483,https://sofifa.com/player/203483/davy-klaassen/220002,D. Klaassen,Davy Klaassen,"CAM, CM",Davy Klaassen,79,79,17500000,21000,28,2/21/1993,179,70,245,Ajax,Holland Eredivisie,1,CAM,6,,10/5/2020,2024,34,Netherlands,105035,LCM,14,Right,3,3,2,High/High,Normal (170-185),Yes,si,24500000,#Engine,"Dives Into Tackles (AI), Outside Foot Shot",71,80,73,76,72,78,67,81,77,79,82,75,61,44,77,80,69,72,68,82,68,81,69,90,73,75,79,73,83,78,76,82,68,75,65,12,6,13,16,10,,79,79,79,77,79,79,79,77,78+1,78+1,78+1,77+2,79,79,79,77+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,74+2,74+2,19+2,https://cdn.sofifa.net/players/203/483/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
450,240679,https://sofifa.com/player/240679/teun-koopmeiners/220002,T. Koopmeiners,Teun Koopmeiners,"CDM, CM, CB",Teun Koopmeiners,79,84,24500000,41000,23,2/28/1998,183,77,39,Atalanta,Italian Serie A,1,SUB,7,,8/30/2021,2026,34,Netherlands,105035,SUB,20,Left,2,3,2,Medium/Medium,Normal (170-185),No,si,43500000,,"Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",65,72,79,72,76,77,76,67,73,82,66,70,69,77,83,76,66,64,66,80,71,78,78,84,75,76,71,79,68,76,85,79,77,75,75,14,8,14,12,10,,72+2,72+2,72+2,73,73,73,73,73,74+2,74+2,74+2,74+2,78+2,78+2,78+2,74+2,77+2,78+2,78+2,78+2,77+2,76+2,76+2,76+2,76+2,76+2,19+2,https://cdn.sofifa.net/players/240/679/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
451,242516,https://sofifa.com/player/242516/cody-gakpo/220002,C. Gakpo,Cody Math态s Gakpo,"LM, ST",Cody Gakpo,79,85,28000000,19000,22,5/7/1999,189,76,247,PSV,Holland Eredivisie,1,LAM,11,,7/7/2016,2025,34,Netherlands,105035,LW,9,Right,4,3,1,Medium/Medium,Lean (185+),Yes,si,44800000,,"Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",85,78,74,79,41,72,79,79,60,74,72,79,77,73,64,80,84,86,80,74,74,83,74,76,76,76,58,39,77,76,63,76,43,38,28,15,11,7,9,5,,77+2,77+2,77+2,79,78,78,78,79,77+2,77+2,77+2,78+2,71+2,71+2,71+2,78+2,62+2,59+2,59+2,59+2,62+2,59+2,53+2,53+2,53+2,59+2,17+2,https://cdn.sofifa.net/players/242/516/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
452,246104,https://sofifa.com/player/246104/ryan-gravenberch/220002,R. Gravenberch,Ryan Jiro Gravenberch,"CM, CDM",Ryan Gravenberch,78,90,33000000,11000,19,5/16/2002,190,79,245,Ajax,Holland Eredivisie,1,LCM,8,,7/1/2018,2023,34,Netherlands,105035,SUB,16,Right,4,4,1,Medium/Medium,Lean (185+),Yes,si,52800000,,"Solid Player, Flair, Outside Foot Shot, Technical Dribbler (AI)",77,74,77,82,68,71,74,74,58,79,69,83,73,56,78,84,76,78,80,73,75,77,72,81,74,78,52,74,72,80,58,79,71,67,59,12,8,6,11,12,,75+2,75+2,75+2,78,78,78,78,78,79+2,79+2,79+2,78+2,78+2,78+2,78+2,78+2,74+2,74+2,74+2,74+2,74+2,72+2,68+2,68+2,68+2,72+2,17+2,https://cdn.sofifa.net/players/246/104/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
453,170597,https://sofifa.com/player/170597/tim-krul/220002,T. Krul,Tim Krul,GK,Tim Krul,77,77,3400000,27000,33,4/3/1988,188,74,1792,Norwich City,English Premier League,1,GK,1,,7/24/2018,2024,34,Netherlands,105035,SUB,13,Left,2,1,2,Medium/Medium,Lean (185+),Yes,si,6800000,,Comes For Crosses,,,,,,,13,11,19,32,16,13,13,15,29,25,43,35,48,72,42,53,72,36,63,14,36,19,8,52,42,52,14,17,14,77,75,71,77,79,40,28+2,28+2,28+2,27,29,29,29,27,30+2,30+2,30+2,28+2,31+2,31+2,31+2,28+2,27+2,30+2,30+2,30+2,27+2,26+2,29+2,29+2,29+2,26+2,76+1,https://cdn.sofifa.net/players/170/597/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
454,232229,https://sofifa.com/player/232229/justin-bijlow/220002,J. Bijlow,Justin Bijlow,GK,Justin Bijlow,77,85,20000000,8000,23,1/22/1998,188,76,246,Feyenoord,Holland Eredivisie,1,GK,1,,7/1/2015,2025,34,Netherlands,105035,GK,1,Right,2,1,1,Medium/Medium,Normal (185+),No,si,34000000,,"Injury Prone, Comes For Crosses",,,,,,,10,10,11,33,10,11,10,10,44,21,58,55,56,75,32,58,67,30,70,10,22,10,10,58,16,54,16,12,14,80,75,77,73,78,57,30+2,30+2,30+2,29,31,31,31,29,33+2,33+2,33+2,31+2,33+2,33+2,33+2,31+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2,76+2,https://cdn.sofifa.net/players/232/229/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
455,238041,https://sofifa.com/player/238041/tyrell-malacia/220002,T. Malacia,Tyrell Malacia,LB,Tyrell Malacia,77,82,15000000,8000,21,8/17/1999,169,67,246,Feyenoord,Holland Eredivisie,1,LB,15,,12/2/2015,2024,34,Netherlands,105035,SUB,5,Left,3,3,1,High/Low,Lean (170-),No,si,23600000,,"Long Throw-in, Dives Into Tackles (AI), Early Crosser, Speed Dribbler (AI)",81,56,64,75,72,73,75,50,58,75,59,75,36,35,56,74,82,81,82,71,89,65,85,80,67,62,77,70,60,52,46,66,70,78,76,9,9,12,8,8,,65+2,65+2,65+2,70,67,67,67,70,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,75+2,71+2,71+2,71+2,75+2,75+2,72+2,72+2,72+2,75+2,16+2,https://cdn.sofifa.net/players/238/041/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
456,228279,https://sofifa.com/player/228279/joel-drommel/220002,J. Drommel,Jo糖l Drommel,GK,Joel Drommel,75,81,7000000,10000,24,11/16/1996,193,90,247,PSV,Holland Eredivisie,1,GK,16,,7/1/2021,2026,34,Netherlands,105035,SUB,23,Right,3,1,1,Medium/Medium,Normal (185+),No,si,11200000,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses",,,,,,,12,13,21,44,12,25,21,21,39,32,50,52,62,67,49,58,75,40,70,16,22,10,10,53,32,65,12,20,19,75,73,77,74,77,51,33+2,33+2,33+2,33,34,34,34,33,37+2,37+2,37+2,35+2,36+2,36+2,36+2,35+2,30+2,32+2,32+2,32+2,30+2,29+2,29+2,29+2,29+2,29+2,74+2,https://cdn.sofifa.net/players/228/279/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
457,251805,https://sofifa.com/player/251805/jurrien-timber/220002,J. Timber,Jurri糖n David Norman Timber,"CB, RB",Jurrien Timber,75,86,11500000,10000,20,6/17/2001,179,77,245,Ajax,Holland Eredivisie,1,RCB,2,,1/1/2019,2024,34,Netherlands,105035,SUB,2,Right,3,3,1,High/Medium,Normal (170-185),No,si,18400000,,,83,44,64,75,75,79,59,35,67,75,41,75,44,31,66,77,80,86,73,69,74,58,82,77,80,46,76,75,61,63,42,80,77,76,69,6,6,8,14,14,,63+2,63+2,63+2,67,66,66,66,67,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,73+2,74+2,74+2,74+2,73+2,74+2,75+2,75+2,75+2,74+2,16+2,https://cdn.sofifa.net/players/251/805/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
458,235663,https://sofifa.com/player/235663/guus-til/220002,G. Til,Guus Berend Til,"CAM, CM",Guus Til,73,79,4800000,35000,23,12/22/1997,186,78,246,Feyenoord,Holland Eredivisie,1,CAM,26,Spartak Moskva,,2022,34,Netherlands,105035,SUB,12,Right,3,3,1,Medium/Medium,Normal (185+),No,si,,,,67,71,69,73,59,71,53,75,69,77,59,72,58,63,72,75,64,69,68,75,73,70,52,87,68,66,65,66,77,73,66,69,52,59,57,12,6,12,11,14,,72+2,72+2,72+2,71,73,73,73,71,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,67+2,69+2,69+2,69+2,67+2,66+2,63+2,63+2,63+2,66+2,18+2,https://cdn.sofifa.net/players/235/663/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
459,188545,https://sofifa.com/player/188545/robert-lewandowski/220002,R. Lewandowski,Robert Lewandowski,ST,Robert Lewandowski,92,92,119500000,270000,32,8/21/1988,185,81,21,FC Bayern M�nchen,German 1. Bundesliga,1,ST,9,,7/1/2014,2023,37,Poland,1353,RS,9,Right,4,4,5,High/Medium,Unique,Yes,si,197200000,"#Aerial Threat, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Outside Foot Shot, Chip Shot (AI)",78,92,79,86,44,82,71,95,90,85,89,85,79,85,70,88,77,79,77,93,82,90,85,76,86,87,81,49,95,81,90,88,35,42,19,15,6,12,8,10,,90+2,90+2,90+2,85,88,88,88,85,86+3,86+3,86+3,84+3,80+3,80+3,80+3,84+3,64+3,66+3,66+3,66+3,64+3,61+3,60+3,60+3,60+3,61+3,19+3,https://cdn.sofifa.net/players/188/545/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
460,186153,https://sofifa.com/player/186153/wojciech-szczesny/220002,W. Szcz�猻ny,Wojciech Tomasz Szcz�猻ny,GK,Wojciech Szczesny,87,87,42000000,105000,31,4/18/1990,195,90,45,Juventus,Italian Serie A,1,GK,1,,7/19/2017,2024,37,Poland,1353,GK,1,Right,3,1,3,Medium/Medium,Lean (185+),Yes,si,69300000,,Comes For Crosses,,,,,,,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,20,13,12,86,82,73,87,88,49,31+3,31+3,31+3,28,31,31,31,28,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,28+3,31+3,31+3,31+3,28+3,28+3,29+3,29+3,29+3,28+3,85+2,https://cdn.sofifa.net/players/186/153/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
461,210406,https://sofifa.com/player/210406/piotr-zielinski/220002,P. Zieli併ski,Piotr Sebastian Zieli併ski,"CM, CAM",Piotr Zielinski,81,82,29500000,74000,27,5/20/1994,180,75,48,Napoli,Italian Serie A,1,CAM,20,,8/9/2016,2024,37,Poland,1353,LS,20,Right,5,4,3,Medium/Medium,Lean (170-185),No,si,52400000,#Dribbler,"Long Shot Taker (AI), Technical Dribbler (AI)",81,75,81,85,70,61,77,72,52,84,75,87,80,65,81,85,83,79,85,79,79,79,52,75,57,83,56,75,78,84,51,75,69,72,71,12,9,12,11,6,,75+3,75+3,75+3,82,81,81,81,82,82,82,82,81+1,81+1,81+1,81+1,81+1,77+3,76+3,76+3,76+3,77+3,75+3,68+3,68+3,68+3,75+3,17+3,https://cdn.sofifa.net/players/210/406/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
462,197242,https://sofifa.com/player/197242/grzegorz-krychowiak/220002,G. Krychowiak,Grzegorz Krychowiak,"CDM, CM",Grzegorz Krychowiak,80,80,,,31,1/29/1990,187,84,,,,,,,,,,37,Poland,1353,CDM,10,Right,3,3,3,High/High,Normal (185+),No,si,,,"Long Passer (AI), Long Shot Taker (AI)",68,76,72,72,75,81,63,72,75,78,75,70,54,62,81,79,67,69,59,80,53,82,74,78,83,78,80,77,72,69,78,80,75,76,72,15,14,8,6,7,,75+3,75+3,75+3,72,74,74,74,72,74+3,74+3,74+3,73+3,76+3,76+3,76+3,73+3,74+3,78+2,78+2,78+2,74+3,74+3,77+3,77+3,77+3,74+3,18+3,https://cdn.sofifa.net/players/197/242/22_120.png,,,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
463,215502,https://sofifa.com/player/215502/bartlomiej-dragowski/220002,B. Dr�蒰owski,Bart佲omiej Dr�蒰owski,GK,Bartlomiej Dragowski,77,81,12000000,30000,23,8/19/1997,188,74,110374,Fiorentina,Italian Serie A,1,GK,69,,7/4/2016,2023,37,Poland,1353,SUB,17,Right,2,1,1,Medium/Medium,Normal (185+),No,si,21300000,,,,,,,,,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,53,57,34,56,18,19,21,15,62,21,65,20,16,16,79,73,70,77,80,44,29+2,29+2,29+2,29,31,31,31,29,33+2,33+2,33+2,31+2,34+2,34+2,34+2,31+2,29+2,30+2,30+2,30+2,29+2,28+2,27+2,27+2,27+2,28+2,76+2,https://cdn.sofifa.net/players/215/502/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
464,220570,https://sofifa.com/player/220570/jan-bednarek/220002,J. Bednarek,Jan Bednarek,CB,Jan Bednarek,76,82,10500000,42000,25,4/12/1996,189,77,17,Southampton,English Premier League,1,SUB,35,,7/1/2017,2025,37,Poland,1353,LCB,5,Right,3,2,1,Medium/High,Lean (185+),Yes,si,22100000,,Dives Into Tackles (AI),52,22,53,55,78,77,44,19,77,65,20,50,23,26,55,59,50,54,52,77,59,25,81,71,80,23,78,81,26,52,32,62,76,78,74,11,13,16,7,9,,46+2,46+2,46+2,48,47,47,47,48,51+2,51+2,51+2,52+2,58+2,58+2,58+2,52+2,66+2,71+2,71+2,71+2,66+2,69+2,76+2,76+2,76+2,69+2,18+2,https://cdn.sofifa.net/players/220/570/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
465,223113,https://sofifa.com/player/223113/krzysztof-piatek/220002,K. Pi�蓆ek,Krzysztof Pi�蓆ek,ST,Krzysztof Piatek,76,79,10000000,44000,26,7/1/1995,183,77,166,Hertha BSC,German 1. Bundesliga,1,RES,9,,1/30/2020,2025,37,Poland,1353,SUB,23,Right,3,3,2,Medium/Medium,Normal (170-185),Yes,si,17800000,,,75,77,53,72,36,71,51,81,77,64,74,70,60,40,35,75,71,78,69,75,62,78,80,72,76,67,54,31,81,52,73,75,33,34,24,10,15,10,6,13,,76+2,76+2,76+2,70,73,73,73,70,68+2,68+2,68+2,68+2,60+2,60+2,60+2,68+2,53+2,50+2,50+2,50+2,53+2,52+2,50+2,50+2,50+2,52+2,18+2,https://cdn.sofifa.net/players/223/113/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
466,186347,https://sofifa.com/player/186347/maciej-rybus/220002,M. Rybus,Maciej Rybus,LB,Maciej Rybus,75,75,4100000,38000,31,8/19/1989,173,75,100765,FC Lokomotiv Moscow,Russian Premier League,1,LB,31,,7/19/2017,2022,37,Poland,1353,SUB,13,Left,3,3,2,High/Medium,Normal (170-185),No,si,6600000,,,77,69,72,72,71,68,75,66,49,75,65,72,77,76,65,70,78,76,76,75,79,75,74,76,60,71,74,76,66,69,67,67,74,73,68,14,6,13,16,12,,68+2,68+2,68+2,72,71,71,71,72,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,74+1,72+2,72+2,72+2,74+1,73+2,70+2,70+2,70+2,73+2,19+2,https://cdn.sofifa.net/players/186/347/22_120.png,https://cdn.sofifa.net/teams/100765/60.png,https://cdn.sofifa.net/flags/ru.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
467,189908,https://sofifa.com/player/189908/lukasz-skorupski/220002,亖. Skorupski,亖ukasz Skorupski,GK,Lukasz Skorupski,75,76,4200000,22000,30,5/5/1991,187,84,189,Bologna,Italian Serie A,1,GK,28,,7/1/2018,2023,37,Poland,1353,SUB,12,Right,2,1,2,Medium/Medium,Normal (185+),No,si,7500000,,Comes For Crosses,,,,,,,19,11,10,29,17,18,12,19,26,23,51,51,48,68,38,41,66,31,58,15,33,17,13,32,22,58,18,12,12,78,72,54,74,81,51,28+2,28+2,28+2,28,28,28,28,28,28+2,28+2,28+2,29+2,27+2,27+2,27+2,29+2,27+2,27+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,74+2,https://cdn.sofifa.net/players/189/908/22_120.png,https://cdn.sofifa.net/teams/189/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
468,192955,https://sofifa.com/player/192955/mateusz-klich/220002,M. Klich,Mateusz Andrzej Klich,CM,Mateusz Klich,75,75,4600000,63000,31,6/13/1990,183,82,8,Leeds United,English Premier League,1,LCM,43,,6/23/2017,2024,37,Poland,1353,RCM,14,Right,3,3,1,Medium/Medium,Lean (170-185),Yes,si,8700000,,"Solid Player, Finesse Shot, Long Shot Taker (AI)",66,72,74,73,61,75,68,73,49,77,60,73,73,66,74,75,67,66,67,73,73,71,64,87,74,73,63,65,72,76,76,77,61,66,50,11,16,12,11,14,,70+2,70+2,70+2,72,73,73,73,72,74+1,74+1,74+1,73+2,75,75,75,73+2,69+2,70+2,70+2,70+2,69+2,66+2,64+2,64+2,64+2,66+2,20+2,https://cdn.sofifa.net/players/192/955/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
